X,Y,Z,formation
424703.6242,5882630.5924,361.9291,02_Marchlyn_Fm
424705.7034,5882655.5924,356.8579,02_Marchlyn_Fm
424705.7723,5882656.4208,356.7137,02_Marchlyn_Fm
424707.7825,5882680.5924,352.4714,02_Marchlyn_Fm
424708.3302,5882687.1787,352.0532,02_Marchlyn_Fm
424708.3302,5882687.1787,352.0088,02_Marchlyn_Fm
424715.4825,5882705.5924,351.2204,02_Marchlyn_Fm
424725.1929,5882730.5924,348.1524,02_Marchlyn_Fm
424730.7723,5882744.9566,346.1783,02_Marchlyn_Fm
424734.9034,5882755.5924,344.5815,02_Marchlyn_Fm
424744.6139,5882780.5924,342.7953,02_Marchlyn_Fm
424754.3243,5882805.5924,341.9256,02_Marchlyn_Fm
424755.7723,5882809.3201,341.7707,02_Marchlyn_Fm
424760.6402,5882821.8528,341.2389,02_Marchlyn_Fm
424760.6402,5882821.8528,341.2644,02_Marchlyn_Fm
424760.5109,5882830.5924,340.9068,02_Marchlyn_Fm
424760.1409,5882855.5924,339.6526,02_Marchlyn_Fm
424759.9109,5882871.1370,339.0231,02_Marchlyn_Fm
424759.9109,5882871.1370,339.0385,02_Marchlyn_Fm
424758.4586,5882880.5924,338.6412,02_Marchlyn_Fm
424755.7723,5882898.0823,338.1298,02_Marchlyn_Fm
424754.6187,5882905.5924,337.9616,02_Marchlyn_Fm
424750.7789,5882930.5924,337.5771,02_Marchlyn_Fm
424746.9390,5882955.5924,337.2570,02_Marchlyn_Fm
424743.0991,5882980.5924,336.9988,02_Marchlyn_Fm
424740.9874,5882994.3410,335.7746,02_Marchlyn_Fm
424740.9874,5882994.3410,335.7908,02_Marchlyn_Fm
424737.0471,5883005.5924,334.9599,02_Marchlyn_Fm
424730.7723,5883023.5096,335.1422,02_Marchlyn_Fm
424728.2918,5883030.5924,335.2329,02_Marchlyn_Fm
424719.5365,5883055.5924,336.0482,02_Marchlyn_Fm
424710.7812,5883080.5924,337.7860,02_Marchlyn_Fm
424705.7723,5883094.8950,339.4499,02_Marchlyn_Fm
424702.0259,5883105.5924,340.9476,02_Marchlyn_Fm
424693.2706,5883130.5924,339.2903,02_Marchlyn_Fm
424684.5153,5883155.5924,343.3707,02_Marchlyn_Fm
424680.7723,5883166.2805,345.3503,02_Marchlyn_Fm
424675.7601,5883180.5924,348.3747,02_Marchlyn_Fm
424675.3504,5883181.7622,348.6359,02_Marchlyn_Fm
424675.3504,5883181.7622,348.6472,02_Marchlyn_Fm
424655.7723,5883201.3550,357.4332,02_Marchlyn_Fm
424651.5381,5883205.5924,359.9343,02_Marchlyn_Fm
424630.7723,5883226.3739,371.0732,02_Marchlyn_Fm
424626.5569,5883230.5924,372.9348,02_Marchlyn_Fm
424605.7723,5883251.3927,372.6562,02_Marchlyn_Fm
424601.5757,5883255.5924,372.5962,02_Marchlyn_Fm
424580.7723,5883276.4115,379.3362,02_Marchlyn_Fm
424576.5945,5883280.5924,380.4494,02_Marchlyn_Fm
424555.7723,5883301.4303,385.3601,02_Marchlyn_Fm
424551.6133,5883305.5924,385.8387,02_Marchlyn_Fm
424542.5196,5883314.6930,386.9330,02_Marchlyn_Fm
424542.5196,5883314.6930,386.9585,02_Marchlyn_Fm
424530.7723,5883319.7782,388.8771,02_Marchlyn_Fm
424505.7905,5883330.5924,392.4444,02_Marchlyn_Fm
424505.7723,5883330.6003,392.4472,02_Marchlyn_Fm
424480.7723,5883341.4224,394.9468,02_Marchlyn_Fm
424455.7723,5883352.2445,397.0783,02_Marchlyn_Fm
424450.2000,5883354.6566,397.0321,02_Marchlyn_Fm
424450.2000,5883354.6566,397.0437,02_Marchlyn_Fm
424430.7723,5883352.9996,397.6273,02_Marchlyn_Fm
424405.7723,5883350.8672,398.1778,02_Marchlyn_Fm
424380.7723,5883348.7348,398.9293,02_Marchlyn_Fm
424376.6329,5883348.3818,399.0369,02_Marchlyn_Fm
424376.6329,5883348.3818,399.0712,02_Marchlyn_Fm
424355.7723,5883336.8622,400.9084,02_Marchlyn_Fm
424344.4184,5883330.5924,399.6708,02_Marchlyn_Fm
424330.7723,5883323.0568,398.4253,02_Marchlyn_Fm
424315.6292,5883314.6946,399.0105,02_Marchlyn_Fm
424315.6292,5883314.6946,399.0646,02_Marchlyn_Fm
424305.7723,5883305.7480,400.0714,02_Marchlyn_Fm
424305.6008,5883305.5924,400.0937,02_Marchlyn_Fm
424280.7723,5883283.0569,404.8963,02_Marchlyn_Fm
424278.0570,5883280.5924,405.5107,02_Marchlyn_Fm
424261.3304,5883265.4106,409.5503,02_Marchlyn_Fm
424256.3511,5883255.5924,412.2404,02_Marchlyn_Fm
424255.7723,5883254.4511,412.5406,02_Marchlyn_Fm
424243.6723,5883230.5924,418.9482,02_Marchlyn_Fm
424230.9935,5883205.5924,425.7941,02_Marchlyn_Fm
424230.7723,5883205.1561,425.9062,02_Marchlyn_Fm
424218.3148,5883180.5924,428.9560,02_Marchlyn_Fm
424211.3414,5883166.8422,430.9247,02_Marchlyn_Fm
424211.3414,5883166.8422,430.6823,02_Marchlyn_Fm
424205.7723,5883168.5578,429.0815,02_Marchlyn_Fm
424185.3396,5883174.8522,427.6805,02_Marchlyn_Fm
424185.3396,5883174.8522,427.6669,02_Marchlyn_Fm
424182.8830,5883180.5924,426.0989,02_Marchlyn_Fm
424180.7723,5883185.5242,424.5885,02_Marchlyn_Fm
424172.1835,5883205.5924,418.2390,02_Marchlyn_Fm
424163.7220,5883225.3635,411.8387,02_Marchlyn_Fm
422747.3938,5883366.9685,596.0708,02_Marchlyn_Fm
422730.7723,5883372.0621,601.7147,02_Marchlyn_Fm
422705.7723,5883379.7232,610.5757,02_Marchlyn_Fm
422702.9360,5883380.5924,611.5721,02_Marchlyn_Fm
422680.7723,5883387.3844,619.3559,02_Marchlyn_Fm
422655.7723,5883395.0455,625.3196,02_Marchlyn_Fm
422635.5479,5883401.2432,633.6623,02_Marchlyn_Fm
422635.5479,5883401.2432,633.7711,02_Marchlyn_Fm
422632.6030,5883405.5924,634.7340,02_Marchlyn_Fm
422630.7723,5883408.2963,635.6092,02_Marchlyn_Fm
422615.6756,5883430.5924,643.4560,02_Marchlyn_Fm
422605.7723,5883445.2187,649.9543,02_Marchlyn_Fm
422601.3438,5883451.7591,650.6560,02_Marchlyn_Fm
422601.3438,5883451.7591,651.8282,02_Marchlyn_Fm
422603.5565,5883455.5924,651.0673,02_Marchlyn_Fm
422605.7723,5883459.4311,649.0910,02_Marchlyn_Fm
422617.9872,5883480.5924,630.4405,02_Marchlyn_Fm
422630.7723,5883502.7415,622.8743,02_Marchlyn_Fm
422632.4179,5883505.5924,621.8420,02_Marchlyn_Fm
422639.5960,5883518.0279,617.0208,02_Marchlyn_Fm
422639.5960,5883518.0279,617.3417,02_Marchlyn_Fm
422638.1272,5883530.5924,618.6419,02_Marchlyn_Fm
422635.5439,5883552.6906,623.2470,02_Marchlyn_Fm
422635.5439,5883552.6906,623.4780,02_Marchlyn_Fm
422631.9995,5883555.5924,626.5993,02_Marchlyn_Fm
422630.7723,5883556.5972,627.8052,02_Marchlyn_Fm
422605.7723,5883577.0647,649.0955,02_Marchlyn_Fm
422601.4634,5883580.5924,652.7028,02_Marchlyn_Fm
422595.1532,5883585.7585,654.4099,02_Marchlyn_Fm
422595.1532,5883585.7585,654.2469,02_Marchlyn_Fm
422600.7107,5883605.5924,639.1855,02_Marchlyn_Fm
422602.2167,5883610.9671,638.9126,02_Marchlyn_Fm
422602.2167,5883610.9671,638.9578,02_Marchlyn_Fm
422595.1534,5883619.0488,645.5801,02_Marchlyn_Fm
422595.1534,5883619.0488,645.4821,02_Marchlyn_Fm
422600.3495,5883630.5924,643.4677,02_Marchlyn_Fm
422605.7723,5883642.6394,641.3351,02_Marchlyn_Fm
422611.6028,5883655.5924,639.0452,02_Marchlyn_Fm
422613.4447,5883659.6842,638.3010,02_Marchlyn_Fm
422613.4447,5883659.6842,638.3094,02_Marchlyn_Fm
422612.8552,5883680.5924,642.1147,02_Marchlyn_Fm
422612.1502,5883705.5924,646.6403,02_Marchlyn_Fm
422611.4453,5883730.5924,651.2124,02_Marchlyn_Fm
422611.0278,5883745.3994,642.9915,02_Marchlyn_Fm
422611.0278,5883745.3994,643.0391,02_Marchlyn_Fm
422627.3740,5883755.5924,625.2776,02_Marchlyn_Fm
422630.7723,5883757.7114,623.2013,02_Marchlyn_Fm
422635.5468,5883760.6887,619.4513,02_Marchlyn_Fm
422655.7723,5883772.7421,603.4544,02_Marchlyn_Fm
422668.9448,5883780.5924,596.0695,02_Marchlyn_Fm
422676.9726,5883785.3765,591.5329,02_Marchlyn_Fm
422881.6900,5883988.2962,517.8008,02_Marchlyn_Fm
422905.7723,5883996.3031,499.4333,02_Marchlyn_Fm
422930.7723,5884004.6152,492.2517,02_Marchlyn_Fm
422933.7113,5884005.5924,491.4396,02_Marchlyn_Fm
422955.7723,5884012.9273,485.7558,02_Marchlyn_Fm
422980.7723,5884021.2394,479.8118,02_Marchlyn_Fm
423005.7723,5884029.5515,474.4615,02_Marchlyn_Fm
423008.9030,5884030.5924,473.9684,02_Marchlyn_Fm
423030.7723,5884037.8636,470.4354,02_Marchlyn_Fm
423055.7723,5884046.1757,454.5659,02_Marchlyn_Fm
423079.1784,5884053.9578,452.5383,02_Marchlyn_Fm
423080.7723,5884054.7732,452.5566,02_Marchlyn_Fm
423082.3737,5884055.5924,452.5637,02_Marchlyn_Fm
423105.7723,5884067.5619,449.4686,02_Marchlyn_Fm
423130.7723,5884080.3506,446.4224,02_Marchlyn_Fm
423131.2450,5884080.5924,446.3565,02_Marchlyn_Fm
423155.7723,5884093.1393,446.7322,02_Marchlyn_Fm
423180.1162,5884105.5924,433.1559,02_Marchlyn_Fm
423180.7723,5884105.9280,432.7961,02_Marchlyn_Fm
423205.7723,5884118.7167,434.2540,02_Marchlyn_Fm
423228.9875,5884130.5924,435.7303,02_Marchlyn_Fm
423230.7723,5884131.5054,435.8317,02_Marchlyn_Fm
423255.7723,5884144.2941,435.9896,02_Marchlyn_Fm
423271.8648,5884152.5262,434.9447,02_Marchlyn_Fm
423277.4401,5884155.5924,434.7098,02_Marchlyn_Fm
423280.7723,5884157.4250,434.4411,02_Marchlyn_Fm
423305.7723,5884171.1740,423.8991,02_Marchlyn_Fm
423322.8978,5884180.5924,417.1381,02_Marchlyn_Fm
423330.7723,5884184.9230,416.1111,02_Marchlyn_Fm
423355.7723,5884198.6720,412.3740,02_Marchlyn_Fm
423368.3556,5884205.5924,410.1871,02_Marchlyn_Fm
423371.2170,5884207.1661,409.6886,02_Marchlyn_Fm
423380.7723,5884215.1678,409.3096,02_Marchlyn_Fm
423399.1913,5884230.5924,408.0982,02_Marchlyn_Fm
423405.7723,5884236.1034,404.8355,02_Marchlyn_Fm
423429.0448,5884255.5924,392.3270,02_Marchlyn_Fm
423430.7723,5884257.0390,392.0468,02_Marchlyn_Fm
423444.7840,5884268.7728,384.4408,02_Marchlyn_Fm
423455.7723,5884280.0234,379.3039,02_Marchlyn_Fm
423456.3280,5884280.5924,379.3004,02_Marchlyn_Fm
423480.7451,5884305.5924,377.9052,02_Marchlyn_Fm
423480.7723,5884305.6202,377.9032,02_Marchlyn_Fm
423505.1622,5884330.5924,376.2328,02_Marchlyn_Fm
423505.7723,5884331.2170,376.1790,02_Marchlyn_Fm
423529.5793,5884355.5924,373.5426,02_Marchlyn_Fm
423530.7723,5884356.8138,373.4103,02_Marchlyn_Fm
423534.6304,5884360.7641,372.9090,02_Marchlyn_Fm
423548.1954,5884380.5924,373.1809,02_Marchlyn_Fm
423555.7723,5884391.6678,367.8609,02_Marchlyn_Fm
423565.2984,5884405.5924,359.1474,02_Marchlyn_Fm
423580.7723,5884428.2110,354.8304,02_Marchlyn_Fm
423582.4014,5884430.5924,355.0259,02_Marchlyn_Fm
423599.5045,5884455.5924,356.9680,02_Marchlyn_Fm
423605.7723,5884464.7542,357.6997,02_Marchlyn_Fm
423611.3269,5884472.8735,358.1269,02_Marchlyn_Fm
423615.4552,5884480.5924,358.9374,02_Marchlyn_Fm
423628.8260,5884505.5924,361.4904,02_Marchlyn_Fm
423630.7723,5884509.2314,361.8448,02_Marchlyn_Fm
423642.1968,5884530.5924,363.7035,02_Marchlyn_Fm
423655.5676,5884555.5924,355.7263,02_Marchlyn_Fm
423655.7723,5884555.9750,355.7588,02_Marchlyn_Fm
423664.0445,5884571.4419,357.1690,02_Marchlyn_Fm
423670.9711,5884580.5924,357.2084,02_Marchlyn_Fm
423680.7723,5884593.5403,357.1008,02_Marchlyn_Fm
423689.8953,5884605.5924,354.6528,02_Marchlyn_Fm
423705.7723,5884626.5668,349.9552,02_Marchlyn_Fm
423708.8195,5884630.5924,349.8931,02_Marchlyn_Fm
423727.7437,5884655.5924,349.0108,02_Marchlyn_Fm
423730.7723,5884659.5933,348.7946,02_Marchlyn_Fm
423746.6679,5884680.5924,347.4586,02_Marchlyn_Fm
423755.7723,5884692.6197,341.7517,02_Marchlyn_Fm
423765.5922,5884705.5924,335.5559,02_Marchlyn_Fm
423775.9642,5884719.2945,334.5417,02_Marchlyn_Fm
423780.7723,5884729.5455,334.9841,02_Marchlyn_Fm
423781.2633,5884730.5924,335.0507,02_Marchlyn_Fm
423792.9891,5884755.5924,336.7929,02_Marchlyn_Fm
423799.0801,5884768.5787,337.7653,02_Marchlyn_Fm
423799.0801,5884768.5787,337.7576,02_Marchlyn_Fm
423803.2100,5884780.5924,339.1948,02_Marchlyn_Fm
423805.7723,5884788.0459,339.9121,02_Marchlyn_Fm
423811.8042,5884805.5924,340.3589,02_Marchlyn_Fm
423820.3983,5884830.5924,336.8759,02_Marchlyn_Fm
423828.9925,5884855.5924,330.9211,02_Marchlyn_Fm
423830.7723,5884860.7697,330.7581,02_Marchlyn_Fm
423837.5866,5884880.5924,331.0099,02_Marchlyn_Fm
423846.1808,5884905.5924,330.3399,02_Marchlyn_Fm
423854.7750,5884930.5924,328.1286,02_Marchlyn_Fm
423855.7723,5884933.4935,327.7006,02_Marchlyn_Fm
423863.3691,5884955.5924,324.5096,02_Marchlyn_Fm
423866.8491,5884965.7155,318.6750,02_Marchlyn_Fm
423872.5016,5884980.5924,309.8776,02_Marchlyn_Fm
423880.7723,5885002.3604,305.3311,02_Marchlyn_Fm
423882.0003,5885005.5924,304.6872,02_Marchlyn_Fm
423891.4990,5885030.5924,298.4038,02_Marchlyn_Fm
423900.9977,5885055.5924,291.5895,02_Marchlyn_Fm
423905.7723,5885068.1588,288.2408,02_Marchlyn_Fm
423908.2228,5885074.6085,286.6347,02_Marchlyn_Fm
423913.9198,5885080.5924,284.2048,02_Marchlyn_Fm
423930.7723,5885098.2936,277.1628,02_Marchlyn_Fm
423937.7210,5885105.5924,275.1225,02_Marchlyn_Fm
423945.3144,5885113.5681,270.8348,02_Marchlyn_Fm
423946.2089,5885130.5924,263.9840,02_Marchlyn_Fm
423947.5226,5885155.5924,260.7706,02_Marchlyn_Fm
423948.8363,5885180.5924,257.3036,02_Marchlyn_Fm
423949.1990,5885187.4944,256.5563,02_Marchlyn_Fm
423949.1990,5885187.4944,256.7630,02_Marchlyn_Fm
423944.5662,5885205.5924,255.8095,02_Marchlyn_Fm
423938.1666,5885230.5924,253.0238,02_Marchlyn_Fm
423931.7670,5885255.5924,249.5796,02_Marchlyn_Fm
423930.7723,5885259.4783,248.4248,02_Marchlyn_Fm
423925.3674,5885280.5924,241.2415,02_Marchlyn_Fm
423923.9670,5885286.0628,240.4834,02_Marchlyn_Fm
423923.9670,5885286.0628,240.4468,02_Marchlyn_Fm
423930.7723,5885301.9623,238.0536,02_Marchlyn_Fm
423932.3260,5885305.5924,237.3207,02_Marchlyn_Fm
423943.0264,5885330.5924,232.7369,02_Marchlyn_Fm
423945.0615,5885335.3470,231.8885,02_Marchlyn_Fm
423945.0615,5885335.3470,231.9136,02_Marchlyn_Fm
423933.2338,5885355.5924,231.0157,02_Marchlyn_Fm
423930.7723,5885359.8057,230.8107,02_Marchlyn_Fm
423927.0843,5885366.1183,230.0500,02_Marchlyn_Fm
423905.7723,5885377.3342,228.8556,02_Marchlyn_Fm
423899.5810,5885380.5924,229.3120,02_Marchlyn_Fm
423880.7723,5885390.4909,229.2839,02_Marchlyn_Fm
423861.6638,5885400.5470,229.2988,02_Marchlyn_Fm
423861.6638,5885400.5470,229.3076,02_Marchlyn_Fm
423856.7679,5885405.5924,228.6318,02_Marchlyn_Fm
423855.7723,5885406.6185,228.6520,02_Marchlyn_Fm
423837.1506,5885425.8087,228.9892,02_Marchlyn_Fm
423830.7723,5885430.0414,229.3915,02_Marchlyn_Fm
423829.9419,5885430.5924,229.4507,02_Marchlyn_Fm
423812.6191,5885442.0879,230.8785,02_Marchlyn_Fm
423812.6191,5885442.0879,230.8437,02_Marchlyn_Fm
423805.7723,5885441.9755,231.9195,02_Marchlyn_Fm
423780.7723,5885441.5650,236.1568,02_Marchlyn_Fm
423755.7723,5885441.1546,238.2489,02_Marchlyn_Fm
423739.0521,5885440.8801,240.9470,02_Marchlyn_Fm
423739.0521,5885440.8801,240.9418,02_Marchlyn_Fm
423730.7723,5885438.6071,242.4380,02_Marchlyn_Fm
423705.7723,5885431.7441,246.8524,02_Marchlyn_Fm
423701.5770,5885430.5924,247.5964,02_Marchlyn_Fm
423680.7723,5885424.8811,251.3155,02_Marchlyn_Fm
423655.7723,5885418.0180,255.5291,02_Marchlyn_Fm
423630.7723,5885411.1550,258.3947,02_Marchlyn_Fm
423610.5093,5885405.5924,261.1790,02_Marchlyn_Fm
423605.7723,5885404.2920,261.8390,02_Marchlyn_Fm
423580.7723,5885397.4290,265.4708,02_Marchlyn_Fm
423555.7723,5885390.5659,269.5088,02_Marchlyn_Fm
423530.7723,5885383.7029,273.5256,02_Marchlyn_Fm
423519.4415,5885380.5924,275.1890,02_Marchlyn_Fm
423505.7723,5885376.8399,277.2697,02_Marchlyn_Fm
423480.7723,5885369.9769,281.4708,02_Marchlyn_Fm
423455.7723,5885363.1138,284.6192,02_Marchlyn_Fm
423430.7723,5885356.2508,287.4465,02_Marchlyn_Fm
423428.3738,5885355.5924,287.6880,02_Marchlyn_Fm
423405.7723,5885349.3878,290.5421,02_Marchlyn_Fm
423380.7723,5885342.5248,293.3019,02_Marchlyn_Fm
423355.7723,5885335.6617,297.6936,02_Marchlyn_Fm
423354.9318,5885335.4310,297.7775,02_Marchlyn_Fm
422931.7254,5885298.1647,365.4912,02_Marchlyn_Fm
422930.7723,5885297.8727,365.7779,02_Marchlyn_Fm
422905.7723,5885290.2134,373.2112,02_Marchlyn_Fm
422880.7723,5885282.5541,382.1195,02_Marchlyn_Fm
422874.3694,5885280.5924,384.4034,02_Marchlyn_Fm
422855.7723,5885274.8947,390.1169,02_Marchlyn_Fm
422830.7723,5885267.2354,397.4864,02_Marchlyn_Fm
422805.7723,5885259.5761,404.4884,02_Marchlyn_Fm
422792.7696,5885255.5924,406.9268,02_Marchlyn_Fm
422780.7723,5885251.9167,409.1328,02_Marchlyn_Fm
422755.7723,5885244.2574,415.7534,02_Marchlyn_Fm
422730.7723,5885236.5980,421.8774,02_Marchlyn_Fm
422711.1699,5885230.5924,426.2777,02_Marchlyn_Fm
422709.1138,5885229.9625,426.7467,02_Marchlyn_Fm
422705.7723,5885228.7171,427.5245,02_Marchlyn_Fm
422680.7723,5885219.3994,432.8502,02_Marchlyn_Fm
422655.7723,5885210.0818,436.2985,02_Marchlyn_Fm
422643.7269,5885205.5924,438.6024,02_Marchlyn_Fm
422630.7723,5885200.7641,441.1837,02_Marchlyn_Fm
422605.7723,5885191.4465,446.0873,02_Marchlyn_Fm
422580.7723,5885182.1288,449.8193,02_Marchlyn_Fm
422576.6499,5885180.5924,450.0956,02_Marchlyn_Fm
422555.7723,5885172.8112,451.6433,02_Marchlyn_Fm
422530.7723,5885163.4935,451.0822,02_Marchlyn_Fm
422509.5729,5885155.5924,451.4683,02_Marchlyn_Fm
422505.7723,5885154.1759,451.6873,02_Marchlyn_Fm
422488.4193,5885149.6143,452.4660,02_Marchlyn_Fm
421326.3656,5883276.3124,199.3549,02_Marchlyn_Fm
421330.7723,5883258.0544,200.6740,02_Marchlyn_Fm
421331.3665,5883255.5924,200.8415,02_Marchlyn_Fm
421337.4003,5883230.5924,202.5062,02_Marchlyn_Fm
421343.4341,5883205.5924,203.1849,02_Marchlyn_Fm
421349.4680,5883180.5924,200.3483,02_Marchlyn_Fm
421355.5018,5883155.5924,200.0661,02_Marchlyn_Fm
421355.7723,5883154.4719,200.0274,02_Marchlyn_Fm
421361.5357,5883130.5924,198.9466,02_Marchlyn_Fm
421364.6816,5883117.5580,198.1532,02_Marchlyn_Fm
421368.0147,5883105.5924,197.4488,02_Marchlyn_Fm
421374.9787,5883080.5924,195.8742,02_Marchlyn_Fm
421380.7723,5883059.7942,194.7677,02_Marchlyn_Fm
421381.9427,5883055.5924,194.5543,02_Marchlyn_Fm
421388.9067,5883030.5924,191.5336,02_Marchlyn_Fm
421392.1388,5883018.9896,191.0553,02_Marchlyn_Fm
421392.1388,5883018.9896,191.1289,02_Marchlyn_Fm
421402.4216,5883005.5924,191.3014,02_Marchlyn_Fm
421405.7723,5883001.2269,192.0966,02_Marchlyn_Fm
421419.1629,5882983.7805,198.8229,02_Marchlyn_Fm
421419.1629,5882983.7805,198.1696,02_Marchlyn_Fm
421413.7474,5882980.5924,197.0105,02_Marchlyn_Fm
421405.7723,5882975.8974,194.9041,02_Marchlyn_Fm
421380.7723,5882961.1799,193.5939,02_Marchlyn_Fm
421371.2809,5882955.5924,192.4955,02_Marchlyn_Fm
421355.7723,5882946.4625,190.2370,02_Marchlyn_Fm
421351.8659,5882944.1628,189.4358,02_Marchlyn_Fm
421351.8659,5882944.1628,189.4276,02_Marchlyn_Fm
421339.0942,5882930.5924,187.3795,02_Marchlyn_Fm
421330.7723,5882921.7500,183.1203,02_Marchlyn_Fm
421315.5656,5882905.5924,176.4872,02_Marchlyn_Fm
421305.7723,5882895.1867,175.1204,02_Marchlyn_Fm
421292.0369,5882880.5924,172.3364,02_Marchlyn_Fm
421283.1381,5882871.1370,170.1497,02_Marchlyn_Fm
421280.7723,5882864.8125,169.5940,02_Marchlyn_Fm
421277.3233,5882855.5924,168.7207,02_Marchlyn_Fm
421267.9715,5882830.5924,165.6735,02_Marchlyn_Fm
421258.6197,5882805.5924,161.2986,02_Marchlyn_Fm
421255.7723,5882797.9804,159.5377,02_Marchlyn_Fm
421249.2679,5882780.5924,155.7107,02_Marchlyn_Fm
421246.2664,5882772.5686,151.8256,02_Marchlyn_Fm
421246.2664,5882772.5686,151.8464,02_Marchlyn_Fm
421238.8262,5882755.5924,143.3423,02_Marchlyn_Fm
421230.7723,5882737.2159,140.0509,02_Marchlyn_Fm
421227.8694,5882730.5924,139.1589,02_Marchlyn_Fm
421216.9125,5882705.5924,136.5116,02_Marchlyn_Fm
421205.9557,5882680.5924,131.9956,02_Marchlyn_Fm
421205.7723,5882680.1738,131.9706,02_Marchlyn_Fm
421203.0665,5882674.0002,132.2599,02_Marchlyn_Fm
421184.5948,5882655.5924,134.1936,02_Marchlyn_Fm
421180.7723,5882651.7831,135.2752,02_Marchlyn_Fm
421159.5080,5882630.5924,137.5178,02_Marchlyn_Fm
421155.7723,5882626.8695,138.6412,02_Marchlyn_Fm
421153.6113,5882624.7160,139.8249,02_Marchlyn_Fm
421153.6113,5882624.7160,139.7960,02_Marchlyn_Fm
421130.7723,5882611.9794,148.2273,02_Marchlyn_Fm
421119.3193,5882605.5924,153.0600,02_Marchlyn_Fm
421115.1618,5882603.2739,154.6054,02_Marchlyn_Fm
421105.7723,5882599.5628,157.5790,02_Marchlyn_Fm
421080.7723,5882589.6820,164.2967,02_Marchlyn_Fm
421057.7744,5882580.5924,173.8504,02_Marchlyn_Fm
421055.7723,5882579.8011,174.5596,02_Marchlyn_Fm
421030.7723,5882569.9202,173.5674,02_Marchlyn_Fm
421005.7723,5882560.0393,182.0267,02_Marchlyn_Fm
420994.5208,5882555.5924,185.1193,02_Marchlyn_Fm
420980.7723,5882550.1585,189.3259,02_Marchlyn_Fm
420955.7723,5882540.2776,193.2790,02_Marchlyn_Fm
420931.2673,5882530.5924,196.8041,02_Marchlyn_Fm
420930.7723,5882530.3967,196.8790,02_Marchlyn_Fm
420905.7723,5882520.5159,200.2121,02_Marchlyn_Fm
420893.1420,5882515.5240,195.3457,02_Marchlyn_Fm
420893.1420,5882515.5240,195.3894,02_Marchlyn_Fm
420880.7723,5882515.1287,188.3706,02_Marchlyn_Fm
420879.3905,5882515.0846,188.2849,02_Marchlyn_Fm
420879.3905,5882515.0846,188.2695,02_Marchlyn_Fm
420880.7723,5882521.8234,185.0796,02_Marchlyn_Fm
420882.5703,5882530.5924,181.7970,02_Marchlyn_Fm
420887.6963,5882555.5924,174.6547,02_Marchlyn_Fm
420890.2621,5882568.1059,171.7832,02_Marchlyn_Fm
420890.2621,5882568.1059,172.0123,02_Marchlyn_Fm
420880.7723,5882570.6786,167.5000,02_Marchlyn_Fm
420855.7723,5882577.4562,164.1040,02_Marchlyn_Fm
420846.4252,5882579.9902,163.4214,02_Marchlyn_Fm
420846.4252,5882579.9902,163.3947,02_Marchlyn_Fm
420846.6051,5882580.5924,163.2592,02_Marchlyn_Fm
420854.0738,5882605.5924,157.4166,02_Marchlyn_Fm
420855.7723,5882611.2778,155.9063,02_Marchlyn_Fm
420861.5424,5882630.5924,150.5199,02_Marchlyn_Fm
420869.0111,5882655.5924,146.3441,02_Marchlyn_Fm
420875.3438,5882680.5859,142.7673,02_Marchlyn_Fm
426631.6538,5884866.8654,103.0484,03_Bronllwyd_Grit_Fm
426630.7723,5884863.3739,103.5831,03_Bronllwyd_Grit_Fm
426628.8075,5884855.5924,104.5458,03_Bronllwyd_Grit_Fm
426622.4954,5884830.5924,119.4161,03_Bronllwyd_Grit_Fm
426618.9616,5884816.5964,122.2460,03_Bronllwyd_Grit_Fm
426618.9616,5884816.5964,122.1876,03_Bronllwyd_Grit_Fm
426617.3887,5884805.5924,124.4155,03_Bronllwyd_Grit_Fm
426613.8153,5884780.5924,129.9540,03_Bronllwyd_Grit_Fm
426610.2419,5884755.5924,137.6410,03_Bronllwyd_Grit_Fm
426608.1657,5884741.0666,143.1770,03_Bronllwyd_Grit_Fm
426608.1657,5884741.0666,143.2103,03_Bronllwyd_Grit_Fm
426606.0087,5884730.5924,147.2330,03_Bronllwyd_Grit_Fm
426605.7723,5884729.4440,147.6524,03_Bronllwyd_Grit_Fm
426600.8606,5884705.5924,158.2735,03_Bronllwyd_Grit_Fm
426595.7124,5884680.5924,183.0689,03_Bronllwyd_Grit_Fm
426590.5643,5884655.5924,196.6982,03_Bronllwyd_Grit_Fm
426588.4589,5884645.3682,202.3478,03_Bronllwyd_Grit_Fm
426588.4589,5884645.3682,202.3543,03_Bronllwyd_Grit_Fm
426583.7449,5884630.5924,211.5691,03_Bronllwyd_Grit_Fm
426580.7723,5884621.2747,217.2811,03_Bronllwyd_Grit_Fm
426572.5462,5884605.5924,229.4434,03_Bronllwyd_Grit_Fm
426559.4325,5884580.5924,248.7693,03_Bronllwyd_Grit_Fm
426555.7723,5884573.6144,258.9872,03_Bronllwyd_Grit_Fm
426546.3189,5884555.5924,285.4913,03_Bronllwyd_Grit_Fm
426533.2053,5884530.5924,304.2000,03_Bronllwyd_Grit_Fm
426530.7723,5884525.9541,307.7404,03_Bronllwyd_Grit_Fm
426520.0916,5884505.5924,319.1435,03_Bronllwyd_Grit_Fm
426510.0752,5884486.4970,330.1797,03_Bronllwyd_Grit_Fm
426510.0752,5884486.4970,330.1588,03_Bronllwyd_Grit_Fm
426505.7723,5884481.8968,333.4301,03_Bronllwyd_Grit_Fm
